무역업무,2
화장품 외판원,2
제조원,2
여행사직원,2
음료제조기계조작원,2
자영업(판매),2
RF Engineer,2
창호공,2
서비스업(구체적 거절),2
금속기계조작원,2
양복재단,2
건설관련 직업,2
부동산업,2
금융인,2
자동차 외판원,2
PC수리기사,2
인테리어 설계,2
고교 국어교사,2
매장진열 판매원,2
대기업 회사원,2
수학학원강사,2
전기공사기사,2
소형트럭운전원,2
대형마트 계산원,2
전문강사,2
건설현장 노무직,2
오토바이배달,2
사회조사전문가,2
실내 인테리어 기사,2
기계조립공,2
CG,2
잡부,2
인테리어디자이너,2
경리사원,2
회사원(연구원),2
3D모델링,2
통신판매원,2
자동차 세일즈,2
식당알바,2
미술학원원장,2
영업직(의류),2
재무관리자,2
무용강사,2
부동산 중개인,2
비서실근무,2
자영업(철물점),2
하드웨어 개발자,2
소프트웨어 프로그래머,2
자재관리원,2
유통판매원,2
건설회사 토목기사,2
제과점근무,2
과일판매원,2
핸드폰판매원,2
플로리스트,2
증권사 사무직,2
아동복지센터 복지사,2
성악,2
우유대리점,2
횟집 운영,2
백화점 판매사원,2
사무원(총무사무원),2
해양경찰,2
포토그래퍼,2
광고회사 카피라이터,2
악기판매,2
개발원,2
설계 엔지니어,2
화물기사,2
자유업,2
데이터관리자,2
연구소 연구원,2
방송구성작가,2
내선전기설치원,2
일반비서,2
의류수선,2
신발 제조 기계조작원,2
의류업,2
건설업직원,2
양장점,2
전산개발자,2
방송인,2
IT개발자,2
타이어 기계 조작원,2
미용강사,2
현직업,2
재무팀 직원,2
편의점 운영,2
가전 A/S기사,2
홍보마케팅사무원,2
병원,2
컨테이너 기사,2
IT 개발연구원,2
기계공,2
"공장,식당,주방",2
청원경찰,2
기계엔지니어,2
자동차판매원,2
자영업(슈퍼마켓),2
인테리어 기사,2
리서치연구원,2
토목,2
화장품 영업사원,2
용접,2
검사원,2
전기원,2
의료관광코디네이터,2
사무직(일반),2
군 헬기조종사,2
사무보조원,2
철공,2
품질관리사무원,2
금속공작기계조작원,2
교육 공무원,2
전산실근무,2
데이터 분석,2
마트점원,2
송전기사,2
트럭 운전원,2
응용소프트웨어 개발자,2
육류기계조작원,2
에어컨 설치기사,2
실내디자이너,2
관광버스 운전기사,2
현재와동일,2
공연기획자,2
식당(서비스직),2
공장,2
회사,2
의류 판매업,2
연습생,2
영상관련 회사원,2
사진관 운영,2
중학교 교사,2
구성작가,2
논술강사,2
금은방,2
회계 사무원,2
씨름선수,2
법률사무직,2
웨이트리스,2
사무장,2
양복점 운영,2
건설사 회사원,2
기업체관리직,2
컴퓨터,2
청소년지도사,2
산림조합,2
"생산직,회사원",2
운전사,2
해군,2
건설회사 경리사무원,2
"자영업,슈퍼마켓운영",2
자동차부품 기계조작원,2
소위,2
항공지상직,2
감독,2
주부(없다),2
특수교사,2
자동차 정비 기사,2
영사기사,2
현장직,2
호텔지배인,2
염색공장,2
식당 서빙,2
감사 사무원,2
마을버스운전기사,2
미용실 운영,2
레스토랑 매니저,2
호텔종사원,2
1,2
단순노무원,2
구두디자인,2
신발제조조립원,2
의류사업,2
청소업,2
가구판매,2
금속가공기계 조작원,2
부동산중개업,2
한복제조,2
사범,2
동종업,2
자영업(슈퍼),2
기계 설계,2
기계가공,2
광고회사 근무,2
S/W 개발자,2
레스토랑 지배인,2
만화학원강사,2
통신감리,2
택시 운전원,2
판매 서비스직,2
방문 판매원,2
공정엔지니어,2
컨설팅,2
중등기간제교사,2
가구디자이너,2
프로그램개발,2
법무팀 사무원,2
폐기물 환경 사업소,2
서비스 판매직,2
대학생(없다),2
AD,2
중소기업 회사원,2
의료장비기사,2
폐기물처리기사,2
SW 프로그래머,2
태권도강사,2
같은직업,2
자재관리 사무원,2
웹개발자,2
도장공,2
직업군인(해군),2
개인사업자,2
화학교사,2
식품회사 생산직,2
정보처리기사,2
영상 디자이너,2
판매직원,2
경리 사무직,2
엘레베이터 정비,2
협력사 직원,2
꽃집운영,2
판매직(의류),2
배달,2
보일러기사,2
취업준비생,2
자동차 조립원,2
외식업,2
웹기획,2
게임기획,2
이용사,2
마케팅업무,2
호텔 안내원,2
조립원,2
"항해사, 선장",2
첫직장임,2
작업치료사,2
경리사무직,2
디자이너(패션소품),2
의복제조기계조작원,2
주택관리사,2
주유원,2
소형마트 상품 진열원,2
섬유재조기능직,2
의류매장 판매원,2
조교수,2
전기공사자영업,2
식당 서빙원,2
만화가,2
보일러 A/S기사,2
결혼상담사,2
캐드원,2
연구개발직,2
자동차부품,2
전기공사직,2
회사 사무직,2
웹퍼블리셔,2
일반사무업무,2
화장품판매사원,2
기상캐스터,2
아트디렉터,2
법원 공무원,2
대리운전,2
이사,2
극작가,2
토목 설계,2
연구원(개발),2
기획팀,2
식당 자영업,2
매장 점주,2
바텐더,2
전업사,2
독서지도사,2
편의점알바,2
사무 종사자,2
기능공,2
교육자,2
음료기계조작원,2
유통 자영업,2
일반 경찰관,2
귀금속 가공원,2
학예연구사,2
제조업체,2
뮤지션,2
법률사무원,2
구두방,2
의무기록사,2
경매기록보조원,2
판매 서비스,2
포장원,2
현재동일,2
노무사무원,2
전산,2
건물관리원,2
보험회사,2
공작기계조작원,2
지하철청소,2
코치,2
소설가,2
국책연구원 전산직,1
행정실공무원,1
체육인,1
축구선수 활동,1
제조업회사원,1
근로자(다른직종),1
산업장 간호사,1
촉재가톱날 영업업무,1
전자부품회사 유통업,1
숙박업(호텔),1
마트 서비스직,1
청소,1
엔진시험팀 오퍼레이터,1
전작기사,1
건설회사 건축현장소장,1
"회사원, 영업부",1
보험영업업무,1
현직업과 동일,1
음향감독-방송후반작업,1
연구 본조직( 보조 연구원),1
계약직 사무원,1
영상디자이너,1
전기공사 시공 및 관리,1
자동차관련일은 했다고 함(구체적거절),1
전자부품 생산기계조작원,1
"학원강사, 어린이집 교사",1
"기계, 영업업무",1
식품회사 생산직 근무,1
악세사리 유통업,1
연구원(하드웨어 엔지니어),1
철공공,1
악세서리 판매업,1
"생산, 설비",1
신문사 교열기자,1
건설회사 기사,1
방송실 아나운서,1
매장문화재 조사원(고고학자),1
도예가,1
중소기업 재료기계부분(기술부)영업,1
"유통업, 식당",1
서비스업(판매직),1
고무개발연구원,1
금형기계조작원,1
심리치료사,1
자동차 판매직,1
회사원 (가전제품as기사),1
온라인광고 기획AE,1
무용수와 선생님,1
전기설비공,1
조경사업,1
생산직(화학가공기계조작원),1
제주도립무용단 단원,1
"피부비만관리실장, 3교대근무(간호사)",1
사무원(자재사무원),1
주유소 소장,1
망고식스,1
제지회사 영업팀,1
대기업 기계연구원,1
수퍼마켓운영,1
"학원강사, 청소년 상담사",1
제약리서치 컨설턴트,1
배수리,1
공기관임원(한국공항공사 사장),1
"광고회사, 마케팅조사전문가",1
교정관,1
증권사 주식운용부 사무직,1
리스크 매니저,1
유통/서비스(휴대폰매장),1
시각디자인업체 디자인부 근무,1
미용실보조,1
방역업체근무,1
IT제품판매,1
"방사선 안전관리, 품질관리",1
카센터직원,1
기획팀사무원,1
학생(박사과정),1
설계사(FIP),1
"학원강사, 공부방",1
레크레이션강사,1
조명스탭,1
회사원(판금원),1
대학교 연구원,1
제조업(기계조작원),1
잡화류 소매업,1
건축설계사무소 근무,1
대학 교직원,1
동일업종 동일직종 근무,1
버스운전사,1
이삿짐센터,1
약국 보조원,1
컬러리스트(색채 전문가),1
정보통신회사 직원,1
편의점,1
피아노조립원,1
"하우스가이드, 하우스부 매니저",1
보험서비스판매원,1
회사원 생산직,1
준설업,1
제어계측설게사,1
CRM MARKETING,1
약학연구원,1
실내디자인,1
신발제조공장(생산직),1
운전직(트럭운전기사),1
기기분석사,1
현재와 같음,1
상수도 기획사무원,1
미용스텝(미용보조),1
사무직(보험회사),1
섬유직공,1
정보시스템 개발PM,1
일반사무직사무원,1
건설재 납품하는 회사 대표,1
생산직 -&gt; 기계 조작원,1
데이타 베이스 구축,1
KT직원,1
삼성반도체 테크니션,1
마트배달원,1
한식당,1
보험 + 자영업,1
구제품 의류 판매업,1
QC 및 노무관리,1
섬유제조직원,1
단열시공,1
미술심리 치료사,1
학생 연구원,1
식당운영(사장),1
공항 기계 제작,1
리조트회원관리,1
연구소연구원,1
호텔객실부사원,1
동시통역 프리랜서,1
s/w엔지니어,1
벽지영업,1
자재관리자.생산관리자,1
치어리더,1
"경영자, 기획자",1
병원 행정직 사무원,1
물류회사 기사,1
쪽가위,1
의류판매홈쇼핑,1
"생산, 공목",1
화물차,1
건축디자이너,1
